type,entryIndex,entryTime,entryPrice,stopPrice,peak,activated,exitIndex,exitTime,exitPrice,grossPnlPct,netPnlPct,commissionPct,durationMinutes,reason
short,63511,1781404260000,64535.99,64069.39392857142,64535.99,false,63512,1781404320000,64069.39392857142,0.7230013383672826,0.6230013383672827,0.05,1,stop
short,63519,1781404740000,64536.01,64069.39392857142,64514.34,false,63520,1781404800000,64069.39392857142,0.7230321047560575,0.6230321047560575,0.05,1,stop
long,63727,1781417220000,64456.17,63309.89785714286,65437.74,true,64660,1781473200000,65274.14565,1.2690416604027206,1.1690416604027205,0.05,933,trailing
short,64863,1781485380000,65444.19,64867.095357142854,65368,false,64864,1781485440000,64867.095357142854,0.8818118810197633,0.7818118810197633,0.05,1,stop
short,64875,1781486100000,65467.76,64867.095357142854,65446,false,64876,1781486160000,64867.095357142854,0.917496860832183,0.817496860832183,0.05,1,stop
short,64878,1781486280000,65505.99,64867.095357142854,65488.22,false,64879,1781486340000,64867.095357142854,0.9753224748716011,0.8753224748716011,0.05,1,stop
long,64897,1781487420000,65562,64010.904642857146,66949.22,true,65610,1781530200000,66781.84695,1.8606005765535012,1.760600576553501,0.05,713,trailing
short,65642,1781532120000,66319.95,64853.08642857143,66251.58,false,65643,1781532180000,64853.08642857143,2.2117983675026447,2.1117983675026446,0.05,1,stop
short,65650,1781532600000,66299.93,64853.08642857143,66299.93,false,65651,1781532660000,64853.08642857143,2.1822701342649475,2.0822701342649474,0.05,1,stop
short,65830,1781543400000,66801.88,64858.6575,66790.41,false,65831,1781543460000,64858.6575,2.9089338503646953,2.8089338503646952,0.05,1,stop
short,65840,1781544000000,66801.34,64858.6575,66794,false,65841,1781544060000,64858.6575,2.908148998208712,2.8081489982087118,0.05,1,stop
short,65848,1781544480000,66862.64,64858.6575,66811,false,65849,1781544540000,64858.6575,2.9971632887962523,2.897163288796252,0.05,1,stop
long,65866,1781545560000,66907.52,64019.3425,66992,false,68870,1781725800000,64019.3425,-4.316670981079564,-4.416670981079563,0.05,3004,stop
long,69027,1781735220000,64371.05,65299.74214285715,64371.06,false,69028,1781735280000,65299.74214285715,1.4427170954289918,1.3427170954289918,0.05,1,stop
long,69029,1781735340000,64364.42,65299.74214285715,64377.78,false,69030,1781735400000,65299.74214285715,1.4531664277517746,1.3531664277517745,0.05,1,stop
long,69046,1781736360000,64340.77,65299.74214285715,64407.59,false,69047,1781736420000,65299.74214285715,1.490457983106435,1.390457983106435,0.05,1,stop
